name,year,set,card_number,player,sport,parallel,grade,grader,condition,quantity,acquired_price,image_url,notes,scp_id,collx_id,collx_market_value,collx_asking_price
2025 Panini Select Quinshon Judkins #55,2025,2025 Panini Select,55,Quinshon Judkins,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076194140295340032-1-sdPl.jpg,,,1076194140295340032,0.99,
2025 Panini Prizm Draft Picks - Prizms Red Ice Quinshon Judkins #84,2025,2025 Panini Prizm Draft Picks - Prizms Red Ice,84,Quinshon Judkins,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076194434156666880-1-nhae.jpg,,,1076194434156666880,1.50,
2025 Score - First Ballot Eric Dickerson #4,2025,2025 Score - First Ballot,4,Eric Dickerson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076194819369934848-1-XTIk.jpg,,,1076194819369934848,1.25,
2025 Panini Prizm - Lazer Eric Dickerson #83,2025,2025 Panini Prizm - Lazer,83,Eric Dickerson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076194926643453952-1-d0dN.jpg,,,1076194926643453952,1.50,
2025 Score - First Ballot Marshall Faulk #5,2025,2025 Score - First Ballot,5,Marshall Faulk,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076194947312984064-1-XNSb.jpg,,,1076194947312984064,0.99,
2025 Panini Mosaic Marshall Faulk #26,2025,2025 Panini Mosaic,26,Marshall Faulk,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076196063056568320-1-msW2.jpg,,,1076196063056568320,,
2025 Panini Mosaic Brett Favre #293,2025,2025 Panini Mosaic,293,Brett Favre,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076196319034941440-1-R6NN.jpg,,,1076196319034941440,1.00,
2025 Score - Cubic Tony Dorsett #202 (SN185),2025,2025 Score - Cubic,202,Tony Dorsett,Football,SN185,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076196339897409536-1-Idlo.jpg,,,1076196339897409536,1.19,
2025 Panini Mosaic Trevor Etienne #340 (RC),2025,2025 Panini Mosaic,340,Trevor Etienne,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076183643386880000-1-CnNL.jpg,,,1076183643386880000,0.25,
2025 Panini Phoenix Trevor Etienne #183 (RC),2025,2025 Panini Phoenix,183,Trevor Etienne,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076183663234326528-1-gw7.jpg,,,1076183663234326528,0.62,
2025 Donruss Optic - Holo Travis Etienne Jr. #106,2025,2025 Donruss Optic - Holo,106,Travis Etienne Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076184591668682752-1-XsjA.jpg,,,1076184591668682752,0.59,
2025 Score Trevor Etienne #51 (RC),2025,2025 Score,51,Trevor Etienne,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076184659809345536-1-ZiNB.jpg,,,1076184659809345536,0.99,
2025 Panini Rookies & Stars - Rookie Rush Trevor Etienne #19,2025,2025 Panini Rookies & Stars - Rookie Rush,19,Trevor Etienne,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076185095329095680-1-jcQ8.jpg,,,1076185095329095680,1.00,
2025 Donruss Optic Trevor Etienne #222 (RC),2025,2025 Donruss Optic,222,Trevor Etienne,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076185631436644352-1-YBnq.jpg,,,1076185631436644352,1.59,
2025 Panini Select Tyler Shough #41 (RC),2025,2025 Panini Select,41,Tyler Shough,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076186185319653376-1-coKp.jpg,,,1076186185319653376,1.00,
2025 Score - Gold Tyler Shough #71 (RC),2025,2025 Score - Gold,71,Tyler Shough,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076186197416026112-1-dHY0.jpg,,,1076186197416026112,4.00,
2025 Panini Rookies & Stars - Rookie Exclusive Tyler Shough #28,2025,2025 Panini Rookies & Stars - Rookie Exclusive,28,Tyler Shough,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076186554158358528-1-GfUN.jpg,,,1076186554158358528,1.00,
2025 Panini Phoenix - Thunderbirds Tyler Shough #37,2025,2025 Panini Phoenix - Thunderbirds,37,Tyler Shough,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076186603491762176-1-hPvd.jpg,,,1076186603491762176,1.99,
2025 Panini Prizm - Lazer Kordell Stewart #288,2025,2025 Panini Prizm - Lazer,288,Kordell Stewart,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076187087875153920-1-1Isc.jpg,,,1076187087875153920,1.00,
2025 Panini Absolute - Blue Justin Jefferson #5,2025,2025 Panini Absolute - Blue,5,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076187121597358080-1-jnzQ.jpg,,,1076187121597358080,1.00,
2025 Panini Mosaic - Elevate Justin Jefferson #13,2025,2025 Panini Mosaic - Elevate,13,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076187182246993920-1-el9V.jpg,,,1076187182246993920,0.99,
2025 Panini Mosaic - Touchdown Masters Mosaic Justin Jefferson #4,2025,2025 Panini Mosaic - Touchdown Masters Mosaic,4,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076187671076347904-1-XTpH.jpg,,,1076187671076347904,1.27,
2025 Panini Phoenix - Contours Justin Jefferson #21,2025,2025 Panini Phoenix - Contours,21,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076188011603501056-1-Jag0.jpg,,,1076188011603501056,1.99,
2025 Donruss Optic Justin Jefferson #164,2025,2025 Donruss Optic,164,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076188071330390016-1-5cHM.jpg,,,1076188071330390016,1.00,
2025 Panini Phoenix Justin Jefferson #135,2025,2025 Panini Phoenix,135,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076188367725076480-1-9AQK.jpg,,,1076188367725076480,1.32,
2025 Panini Prizm Justin Jefferson #81,2025,2025 Panini Prizm,81,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076188406455279616-1-Jm5.jpg,,,1076188406455279616,1.24,
2025 Panini Select - Turbocharged Justin Jefferson #8,2025,2025 Panini Select - Turbocharged,8,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076188452374519808-1-XHM2.jpg,,,1076188452374519808,1.03,
2025 Panini Mosaic - Elevate Justin Jefferson #13,2025,2025 Panini Mosaic - Elevate,13,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076188988263964672-1-8SCN.jpg,,,1076188988263964672,0.99,
2025 Panini Prizm - Emergent Green Ice Tyler Shough #8,2025,2025 Panini Prizm - Emergent Green Ice,8,Tyler Shough,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075979850342799360-1-qd0O.jpg,,,1075979850342799360,4.99,
2025 Panini Select - Red and Blue Prizm Shock Tyler Shough #41 (RC),2025,2025 Panini Select - Red and Blue Prizm Shock,41,Tyler Shough,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075979905959270400-1-gqNK.jpg,,,1075979905959270400,2.24,
2025 Panini Select - Silver Prizm Malaki Starks #61 (RC),2025,2025 Panini Select - Silver Prizm,61,Malaki Starks,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075979974838130688-1-Te3F.jpg,,,1075979974838130688,1.00,
2025 Panini Prizm Sean Taylor #105,2025,2025 Panini Prizm,105,Sean Taylor,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075980016923777024-1-rlOx.jpg,,,1075980016923777024,1.33,
2025 Donruss Optic - Stars Jaylen Waddle #160,2025,2025 Donruss Optic - Stars,160,Jaylen Waddle,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075980057516251136-1-DlZY.jpg,,,1075980057516251136,0.49,
2025 Panini Select - Red and Blue Prizm Shock Cam Ward #26 (RC),2025,2025 Panini Select - Red and Blue Prizm Shock,26,Cam Ward,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075980107453634560-1-zps.jpg,,,1075980107453634560,5.74,
2025 Panini Prizm - Green Ice T.J. Watt #263,2025,2025 Panini Prizm - Green Ice,263,T.J. Watt,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075980199401166848-1-7h6V.jpg,,,1075980199401166848,2.00,
2025 Donruss Optic - Hidden Potential Ashton Jeanty #5,2025,2025 Donruss Optic - Hidden Potential,5,Ashton Jeanty,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075974812019005440-1-jNy.jpg,,,1075974812019005440,1.47,
2025 Panini Prizm - Rookie Gear Jaylin Lane #RGR-JLE (MEM),2025,2025 Panini Prizm - Rookie Gear,RGR-JLE,Jaylin Lane,Football,MEM,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075974855153227776-1-gFUh.jpg,,,1075974855153227776,1.25,
2025 Donruss Optic - Holo Isaiah Likely #101,2025,2025 Donruss Optic - Holo,101,Isaiah Likely,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075974870462437376-1-mCoH.jpg,,,1075974870462437376,,
2025 Panini Prizm Dak Prescott #57,2025,2025 Panini Prizm,57,Dak Prescott,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075974909050034176-1-uFMf.jpg,,,1075974909050034176,1.00,
2025 Panini Select - Multiverse Jerseys Blue Prizm Jalen Ramsey #MVJ-JRY (MEM),2025,2025 Panini Select - Multiverse Jerseys Blue Prizm,MVJ-JRY,Jalen Ramsey,Football,MEM,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075974937177036800-1-FRsL.jpg,,,1075974937177036800,3.50,
2025 Donruss Optic - 2015 Retro Shedeur Sanders #3,2025,2025 Donruss Optic - 2015 Retro,3,Shedeur Sanders,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075975011667875840-1-6yw.jpg,,,1075975011667875840,1.00,
2025 Donruss Optic - Stars Jamaal Charles #29,2025,2025 Donruss Optic - Stars,29,Jamaal Charles,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075973404100204544-1-q3rn.jpg,,,1075973404100204544,1.99,
2025 Donruss Optic - One Hundred J.K. Dobbins #55,2025,2025 Donruss Optic - One Hundred,55,J.K. Dobbins,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075973429551241216-1-EfJr.jpg,,,1075973429551241216,6.50,
2025 Donruss Optic - Diamond Hands Larry Fitzgerald #10,2025,2025 Donruss Optic - Diamond Hands,10,Larry Fitzgerald,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075973506541885440-1-f94A.jpg,,,1075973506541885440,1.09,
2014 Bowman - Veterans Black Ryan Mathews #32,2014,2014 Bowman - Veterans Black,32,Ryan Mathews,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075973527161083904-1-zPgY.jpg,,,1075973527161083904,1.50,
2025 Donruss Optic Matthew Golden #205 (RC),2025,2025 Donruss Optic,205,Matthew Golden,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075973537881724928-1-DrCw.jpg,,,1075973537881724928,1.12,
2025 Panini Prizm Will Howard #367 (RC),2025,2025 Panini Prizm,367,Will Howard,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075973558500923392-1-Q1o.jpg,,,1075973558500923392,1.25,
2025 Panini Prizm Draft Picks Antwane Wells Jr. #94,2025,2025 Panini Prizm Draft Picks,94,Antwane Wells Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075934675918724096-1-rh4w.jpg,,,1075934675918724096,1.29,
2025 Panini Mosaic Caleb Williams #22,2025,2025 Panini Mosaic,22,Caleb Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075934708281973760-1-Wsl.jpg,,,1075934708281973760,1.00,
2025 Panini Absolute - Blue Caleb Williams #60,2025,2025 Panini Absolute - Blue,60,Caleb Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075934741114985472-1-ln07.jpg,,,1075934741114985472,2.50,
2025 Topps Chrome Garrett Williams #6,2025,2025 Topps Chrome,6,Garrett Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075934781799734272-1-V7Vc.jpg,,,1075934781799734272,2.00,
2025 Panini Rookies & Stars - Crusade Silver Caleb Williams #5,2025,2025 Panini Rookies & Stars - Crusade Silver,5,Caleb Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075934849579686912-1-1vOR.jpg,,,1075934849579686912,2.14,
2024 Topps Chrome - Pink Refractor Bryce Young #16,2024,2024 Topps Chrome - Pink Refractor,16,Bryce Young,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075935611298847744-1-BDSm.jpg,,,1075935611298847744,1.25,
2025 Panini Prizm Grey Zabel #387 (RC),2025,2025 Panini Prizm,387,Grey Zabel,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075935658820312064-1-IPR8.jpg,,,1075935658820312064,1.04,
2025 Panini Phoenix - Lime Green Pyramids Prizm Jim Zorn #139 (SN285),2025,2025 Panini Phoenix - Lime Green Pyramids Prizm,139,Jim Zorn,Football,SN285,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075935726147279872-1-Wwzr.jpg,,,1075935726147279872,2.50,
2025 Bowman University Chrome - Green Mini-Diamond Refractor Reggie Virgil #164 (SN99),2025,2025 Bowman University Chrome - Green Mini-Diamond Refractor,164,Reggie Virgil,Football,SN99,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075931599656786944-1-7Cks.jpg,,,1075931599656786944,3.00,
2024 Panini Select - Green & Yellow Prizm Shock Kenneth Walker III #276,2024,2024 Panini Select - Green & Yellow Prizm Shock,276,Kenneth Walker III,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932136552864768-1-5jGd.jpg,,,1075932136552864768,1.75,
2025 Topps Chrome - Refractor Jaylen Waddle #186,2025,2025 Topps Chrome - Refractor,186,Jaylen Waddle,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932182061063168-1-uCEA.jpg,,,1075932182061063168,,
2025 Panini Select - Green and Yellow Prizm Shock Cam Ward #26 (RC),2025,2025 Panini Select - Green and Yellow Prizm Shock,26,Cam Ward,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932204643195904-1-2pWl.jpg,,,1075932204643195904,4.00,
2025 Panini Rookies & Stars - Airborne Silver Cam Ward #29,2025,2025 Panini Rookies & Stars - Airborne Silver,29,Cam Ward,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932248725330944-1-kxtK.jpg,,,1075932248725330944,1.50,
2025 Panini Prizm Draft Picks - Prizms Silver Cam Ward #57,2025,2025 Panini Prizm Draft Picks - Prizms Silver,57,Cam Ward,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932290450267136-1-erpz.jpg,,,1075932290450267136,2.00,
2025 Donruss Optic - Rookie Recruits Cam Ward #1,2025,2025 Donruss Optic - Rookie Recruits,1,Cam Ward,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932358171499520-1-FXr9.jpg,,,1075932358171499520,1.00,
"2025 Topps Chrome - Pink Refractor Cam Ward #314 (RC, SN250)",2025,2025 Topps Chrome - Pink Refractor,314,Cam Ward,Football,"RC, SN250",,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075932402027142144-1-UWrq.jpg,,,1075932402027142144,110.00,
2025 Panini Prizm Draft Picks - Prizms Gold Ice Bryce Underwood #28,2025,2025 Panini Prizm Draft Picks - Prizms Gold Ice,28,Bryce Underwood,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075930069532744704-1-oyLU.jpg,,,1075930069532744704,2.99,
2025 Topps Chrome - Topps Refractor Vita Vea #286,2025,2025 Topps Chrome - Topps Refractor,286,Vita Vea,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075930392276048896-1-iwkI.jpg,,,1075930392276048896,1.50,
2025 Panini Prizm - Silver Jared Verse #30,2025,2025 Panini Prizm - Silver,30,Jared Verse,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075930404934458368-1-Gt8l.jpg,,,1075930404934458368,0.99,
2025 Panini Prizm - Silver Jared Verse #30,2025,2025 Panini Prizm - Silver,30,Jared Verse,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075930442934852608-1-tkJc.jpg,,,1075930442934852608,0.99,
2025 Panini Mosaic - Mosaic Green Bhayshul Tuten #385 (RC),2025,2025 Panini Mosaic - Mosaic Green,385,Bhayshul Tuten,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075929488705526784-1-cWWO.jpg,,,1075929488705526784,0.99,
2025 Panini Phoenix Bhayshul Tuten #197 (RC),2025,2025 Panini Phoenix,197,Bhayshul Tuten,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075929524977867776-1-LJpv.jpg,,,1075929524977867776,2.00,
2025 Panini Prizm Draft Picks Carnell Tate #68,2025,2025 Panini Prizm Draft Picks,68,Carnell Tate,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926018564889600-1-NdZN.jpg,,,1075926018564889600,1.00,
2021 Panini Prizm - Orange Ice Jabril Cox #394 (RC),2021,2021 Panini Prizm - Orange Ice,394,Jabril Cox,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926031818890240-1-H2Pc.jpg,,,1075926031818890240,1.69,
2025 Topps Chrome - Future Stars Brian Thomas Jr. #FS-4,2025,2025 Topps Chrome - Future Stars,FS-4,Brian Thomas Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926124781444096-1-eRUb.jpg,,,1075926124781444096,1.39,
2025 Panini Select - Silver Prizm Brian Thomas Jr. #30,2025,2025 Panini Select - Silver Prizm,30,Brian Thomas Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926164082072576-1-ziq.jpg,,,1075926164082072576,1.00,
"2025 Panini Phoenix - Yellow Pyramids Prizm Dont'e Thornton Jr. #204 (RC, SN185)",2025,2025 Panini Phoenix - Yellow Pyramids Prizm,204,Dont'e Thornton Jr.,Football,"RC, SN185",,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926231006387200-1-JuQT.jpg,,,1075926231006387200,2.99,
2025 Panini Select - Pink Prizm Bhayshul Tuten #329 (SN4),2025,2025 Panini Select - Pink Prizm,329,Bhayshul Tuten,Football,SN4,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926277286337536-1-VkNd.jpg,,,1075926277286337536,,
2025 Panini Select - Green and Yellow Prizm Shock Bhayshul Tuten #29 (RC),2025,2025 Panini Select - Green and Yellow Prizm Shock,29,Bhayshul Tuten,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1075926354184707072-1-3Jaq.jpg,,,1075926354184707072,,
